RequestKey;LookupType;Query;Status;Ico;CompanyName;LegalForm;LegalFormCode;City;Address;IsActive;Candidates;Error;ResolvedUtc;Occurrences;SampleSubject;SampleFolder
houseds s r o;Name;HOUSEDS s.r.o.;Pending;;;;;;;;;;;9;IČ: 09316329, HOUSEDS s.r.o.;09316329 HOUSEDS s.r.o
si s r o bere uver na stejne s r o;Name;si s.r.o. bere úvěr na stejné s.r.o.;Pending;;;;;;;;;;;6;Prosba o vyjádření se k dotazu klientky ;si s.r.o. bere úvěr na stejné s.r.o
hermansky mudr lenka rychlovska jednatel svitap s r o;Name;Heřmanský MUDr. Lenka Rychlovská jednatel SVITAP s.r.o.;Pending;;;;;;;;;;;1;Re: CPS: 2045874213, klient: Rychlovská Lenka, produkt _ PBH, úvěr č. 0608904139 - prosím smlouvy do 6/9/21, do 14:00 hod.;46509755 SVITAP s.r.o
znackova okna plzen s r o;Name;Značková okna Plzeň s.r.o.;Pending;;;;;;;;;;;3;Značková okna Plzeň s.r.o., IČ 11713712;11713712 ZNAČKOVÁ OKNA PLZEŇ, s.r.o
spolecenstvi vlastniku lazne kundratice cp 145 ic 27266443;Name;Společenství vlastníků Lázně Kundratice čp. 145  IČ 27266443;Pending;;;;;;;;;;;4;Prosba o kontrolu zápisu Společenství vlastníků Lázně Kundratice čp. 145  IČ 27266443 ;27266443 Společenství vlastníků Lázně Kundratice čp. 145
orangers trading s r o;Name;Orangers Trading s.r.o.;Pending;;;;;;;;;;;6;Orangers Trading s.r.o.-Fw: Zástavní smlouvy BONA, KB Zimmermannovi;09098879 Orangers Trading s.r.o
centrum integrovanych sluzeb spol s r o;Name;Centrum integrovaných služeb spol. s r.o.;Pending;;;;;;;;;;;2;Fw: Žádost o odsouhlasení;61681296 Centrum integrovaných služeb, spol. s r.o
interprospekt cz s r o;Name;Interprospekt CZ s.r.o.;Pending;;;;;;;;;;;2;Fw: Změna dispozičních práv na základě Usnesení;27630234 Interprospekt CZ s.r.o
uneco optima s r o;Name;Uneco optima s.r.o.;Pending;;;;;;;;;;;2;Fw: Uneco optima s.r.o., IČ 28620810;28620810 Uneco optima s.r.o
svj generala piky;Name;SVJ Generála Píky;Pending;;;;;;;;;;;3;Společenství vlastníků Generála Píky 8-Fw: Převzetí úvěru DB Generála Píky 8, IČ 25126865 nástupnickým SVJ Generála Píky, IČ  11763833;11763833 Společenství vlastníků Generála Píky 8
zapis z jednani valne hromady s r o;Name;Zápis z jednání valné hromady s.r.o.;Pending;;;;;;;;;;;7;FW: Posouzení zápisu val.hromady;08337098 NERATOF s.r.o
dvfikko s r o;Name;DVFIKKO s.r.o.;Pending;;;;;;;;;;;3;Fw: DVFIKKO s.r.o., IČ 05843286 - Prosba o posouzení Kupní smlouvy na nemovitost, KC 23 mil. Kč, Úvěr 16,5 mil. Kč;05843286 DVFIKKO s.r.o
mpv works s r o;Name;MPV Works s.r.o.;Pending;;;;;;;;;;;2;Re: žádost o dodatek MPV Works s.r.o.;24476811 Simona Pokorná, DiS
29367701;Ico;29367701;Pending;;;;;;;;;;;3;Společenství vlastníků jednotek Luční 969-Fw: odsouhlasení zápisu ze shromáždění CLUID klietna: 2003-06-05-03.59.49.695910;29367701 Společenství vlastníků jednotek Luční 969-Fw- odsouhlasení zápisu ze shromáždění
dryll trade s r o;Name;DRYLL TRADE s.r.o.;Pending;;;;;;;;;;;10;Klient: DRYLL TRADE s.r.o., IČ: 25560514, ID žádosti v CPS 2052857328;25560514 MORÁVIA-PROINVEST s.r.o
maxim benedikt s r o;Name;Maxim-Benedikt s.r.o.;Pending;;;;;;;;;;;2;Re: dotaz na úvěr klienta;04695003 Maxim-Benedikt s.r.o
merkucio s r o;Name;MERKUCIO s.r.o.;Pending;;;;;;;;;;;3;Re: MERKUCIO s.r.o., 25223275;25223275 MERKUCIO, s.r.o
svj frystak;Name;svj fryšták;Pending;;;;;;;;;;;7;Re: konzultace žádost 2077475514 , ič  17873347 svj fryšták;17873347 Společenství vlastníků pro dům Komenského č.p. 455 ve Fryštáku
dv estate s r o;Name;DV ESTATE s.r.o.;Pending;;;;;;;;;;;7;Fw: Subrogace Jiří Marhold, Ilona Petráková - smlouva o úvěru č. 0497098129  x DV estate - žádost o poskytnutí součinnosti;22320504 DV estate s.r.o
pneutyre s r o;Name;Pneutyre s.r.o.;Pending;;;;;;;;;;;5;RE: Schválení zápisu z VH - Pneutyre s.r.o., IČO: 29116422;29116422 Pneutyre s.r.o
develex baruncina s r o;Name;DEVELEX Barunčina s.r.o.;Pending;;;;;;;;;;;2;klient DEVELEX Barunčina s.r.o. ič: 09407502;09407502 DEVELEX Barunčina s.r.o
gasoil construction s r o;Name;GASOIL CONSTRUCTION s.r.o.;Pending;;;;;;;;;;;3;Fw: GASOIL CONSTRUCTION s.r.o. , IČ 24200786;24200786 GASOIL CONSTRUCTION s.r.o
svj uhretice;Name;SVJ Úhřetice;Pending;;;;;;;;;;;4;zápis ze shromáždění SVJ Úhřetice;25956183 Společenství vlastníků v domě čp. 125 v Úhřeticích
basepoint s r o;Name;basepoint s.r.o.;Pending;;;;;;;;;;;5;Re: basepoint s.r.o. 27646793 ID: 2077122061 – Záměna pořadí zástavního práva – žádost o urgentní zpracování ;27646793 basepoint s.r.o
svj na valticke 3;Name;SVJ Na Valtické 3;Pending;;;;;;;;;;;3;SVJ Na Valtické 3,4,5 IČ: 26910756;26910756 Společenství vlastníků jednotek Na Valtické 3, 4, 5, Břeclav
easy drive s r o;Name;EASY DRIVE s.r.o.;Pending;;;;;;;;;;;6;;26209497 EASY DRIVE s.r.o
komparo development s r o;Name;Komparo development s.r.o.;Pending;;;;;;;;;;;10;Re: Komparo development s.r.o., IČ: 09099808, PF 28,9 mil Kč ;09099808 KOMPARO development s.r.o
asian foods s r o;Name;ASIAN FOODS s.r.o.;Pending;;;;;;;;;;;3;Re: ASIAN FOODS s.r.o. ič: 03575276 - komerční hypo 8,5mio.;03575276 ASIAN FOODS s.r.o
lyons weinberg czech s r o;Name;Lyons Weinberg Czech s.r.o.;Pending;;;;;;;;;;;3;Re: Lyons Weinberg Czech s.r.o.-Fw: Přejmenování klienta mezi podpisem smlouvy a čerpáním úvěru;07305150 Weinberg Artworks s.r.o
roletove systemy spol s r o;Name;Roletové systémy spol. s r.o.;Pending;;;;;;;;;;;3;Fw: Roletové systémy - Rozhodnutí jediného společníka;49905791 Roletové systémy spol. s r.o
spolecenstvi vlastniku 12 ti bytovych jednotek v kvapilove ulici 2586 a 2587 v t;Name;Společenství vlastníků 12-ti bytových jednotek v Kvapilové ulici 2586 a 2587 v T;Pending;;;;;;;;;;;6;Posouzení Zápisu SVJ - Společenství vlastníků 12-ti bytových jednotek v Kvapilové ulici 2586 a 2587 v Táboře - IČ;Společenství vlastníků 12-ti bytových jednotek v Kvapilové ulici 2586 a 2587 v T
spolecenstvi vlastniku pro dum 651 az 658 nezvalova liberec ic 07463944;Name;Společenství vlastníků pro dům 651 až 658 Nezvalova Liberec - IČ 07463944;Pending;;;;;;;;;;;2;prosíme o stanovisko k hlasování per rollam - nové financování pro Společenství vlastníků pro dům 651 až 658 Nezvalova Liberec - IČ 07463944;07463944 Společenství vlastníků pro dům 651 až 658 Nezvalova Liberec
dala souhlas s prevodem nemovitosti na s r o;Name;dala souhlas s převodem nemovitosti na s.r.o.;Pending;;;;;;;;;;;2;Re: Lucie Marková-Fw: Žádost o smlouvu o jistotním účtu;dala souhlas s převodem nemovitosti na s.r.o
prefila s r o;Name;Prefila s.r.o.;Pending;;;;;;;;;;;5;Fw: Prefila s.r.o.  IČ: 28312902;28312902 PREFILA s.r.o
spolecenstvi vlastniku horni 191 ico 14055074;Name;Společenství vlastníků Horní 191 IČO: 14055074;Pending;;;;;;;;;;;1;Urgentní schválení čerpání, převod z BD - CVJ k dnešnímu dni Společenství vlastníků Horní 191 IČO: 14055074;14055074 Společenství vlastníků Horní 191
fenix nemovitostni s r o;Name;FÉNIX Nemovitostní s.r.o.;Pending;;;;;;;;;;;3;FÉNIX Nemovitostní s.r.o._IČ 06706398_ HU č. 0495866139	;06706398 FÉNIX Nemovitostní s.r.o
vp build s r o;Name;VP BUILD s.r.o.;Pending;;;;;;;;;;;3;Prohlášení vlastníka - BD Velké Přílepy;07301421 VP BUILD s.r.o
moravella group s r o;Name;Moravella group s.r.o.;Pending;;;;;;;;;;;6;Moravella group s.r.o., IČ 21496463, č v CPS 2071706630 - projektové financování výstavba (rekonstrukce za účelem prodeje BJ) - stanovisko k doloženým smlouvám;21496463 Moravella group s.r.o
04501730;Ico;04501730;Pending;;;;;;;;;;;1;RE: Autojeřáby Horák s.r.o. _zápis z valnéí hromady ;04501730 Autojeřáby Horák s.r.o
autojeraby horak s r o;Name;Autojeřáby Horák s.r.o.;Pending;;;;;;;;;;;1;RE: Autojeřáby Horák s.r.o. _zápis z valnéí hromady ;04501730 Autojeřáby Horák s.r.o
spolecenstvi vlastniku jednotek kopecna 21;Name;Společenství vlastníků jednotek Kopečná 21;Pending;;;;;;;;;;;4;Fw: Společenství vlastníků jednotek Kopečná 21, IČ 28355199;28355199 Společenství vlastníků jednotek Kopečná 21
biba trans s r o;Name;Biba Trans s.r.o.;Pending;;;;;;;;;;;2;FW: Biba Trans s.r.o.-Fw: Start up IČO 21012202;21012202 Biba Trans s.r.o
investicni s r o;Name;investiční s.r.o.;Pending;;;;;;;;;;;3;Fw: Návrh smlouvy na komerční prostor B2 189-02-997;24688886 Thi Nhu Tu Doan
souhlasu klientum k k med s r o;Name;Souhlasů klientům. K&K med s.r.o.;Pending;;;;;;;;;;;3;Re:  Věc: Žádost o vydání souhlasu se změnou prohlášení vlastníka nemovité věci;17107628 K&K med s.r.o
svj ostry 10;Name;SVJ Ostrý 10;Pending;;;;;;;;;;;8;Re: NEW Zápis SVJ Ostrý 10 , IČ 28110731;28110731 Společenství vlastníků bytových jednotek č.p. 10 Ostrý
kralicek interiery s r o;Name;KRÁLÍČEK INTERIÉRY s.r.o.;Pending;;;;;;;;;;;2;Specifikace movité věci -  Notářský zápis zástavního práva - KRÁLÍČEK INTERIÉRY s.r.o., IČ 25137701;25137701 KRÁLÍČEK INTERIÉRY s.r.o
flats milovice s r o;Name;Flats Milovice s.r.o.;Pending;;;;;;;;;;;6;Prosba o vyjádření;07223421 MAURA Construction s.r.o
svj jedovnicka 6;Name;SVJ Jedovnická 6;Pending;;;;;;;;;;;6;Re: SVJ Jedovnická 6, IČ 27716171;27716171 Společenství vlastníků Jedovnická 6, Brno
terra living s r o;Name;Terra Living s.r.o.;Pending;;;;;;;;;;;6;Fw: Terra Living_ Rozhodnuti jediného akcionáře;22557008 Terra Living s.r.o
venus investment services s r o;Name;Venus investment services s.r.o.;Pending;;;;;;;;;;;2;Venus investment services s.r.o.-Fw: 06635458 - konzultace;06635458 R&Z services, s.r.o
fedostav s r o;Name;FEDOSTAV s.r.o.;Pending;;;;;;;;;;;3;Re: Fedostav/Ondřej Hlaváček ;03592421 Ondřej Hlaváček
spolecenstvi vlastniku jednotek domu cp 592;Name;Společenství vlastníků jednotek domu čp. 592;Pending;;;;;;;;;;;3;Fw: Konzultace - Společenství vlastníků jednotek domu čp. 592, 593, ulice Jiráskova v Poličce;25973827 Společenství vlastníků jednotek domu čp. 592, 593, ulice Jiráskova v Poličce
kolibar s r o;Name;KOLIBAR s.r.o.;Pending;;;;;;;;;;;2;Re: 08462143, KOLIBAR s.r.o. - Obcházení podmínky čerpání;08462143 KOLIBAR s.r.o
czech door a s;Name;Czech Door a.s.;Pending;;;;;;;;;;;4;Fw: Czech Door / Tricom;Czech Door a.s
your classic style s r o;Name;Your Classic Style s.r.o.;Pending;;;;;;;;;;;3;PVS - bývalý klient Sberbank;28456106 Your Classic Style s.r.o
akcent international house prague s r o;Name;AKCENT International House Prague s.r.o.;Pending;;;;;;;;;;;7;Re: Právní stanovisko - Žádost o souhlas s odštěpením majetku ze společnosti AKCENT International House Prague s.r.o., IČ 48032778;48032778 AKCENT International House Prague s.r.o
svj domu udolni ulice c p 2263 2264;Name;SVJ domu Údolní ulice č.p. 2263- 2264;Pending;;;;;;;;;;;3;Fw: Nový úvěr - SVJ domu Údolní ulice č.p. 2263- 2264, Tábor ;26059185 Společenství vlastníků jednotek domu Údolní ulice čp. 2263 - 2264, Tábor
f o osvc do s r o;Name;F.O.- OSVČ do S.R.O.;Pending;;;;;;;;;;;3;Re: ŠVIHÁLEK Jiří - přeměna podnikání F.O.- OSVČ do S.R.O. ;11331631 Jiří Švihálek
sadro omit stav s r o;Name;Sadro Omit Stav s.r.o.;Pending;;;;;;;;;;;2;Fw: Sadro Omit Stav ;28444442 Sadro Omit Stav s.r.o
cds cars s r o;Name;CDS CARS s.r.o.;Pending;;;;;;;;;;;3;CDS CARS s.r.o., IČ 28646045 - konzultace plné moci - číslo žádosti v CPS 2072234006;28646045 CDS CARS s.r.o
svj bezrucova;Name;SVJ Bezručova;Pending;;;;;;;;;;;5;Fw: SVJ Bezručova, Velké Meziříčí, IČ 28291859_URGENTNÍ_odpověď na dotaz klienta k definicím a povinnostem v úvěrové smlouvě;28291859 Společenství vlastníků domu 1567, 1614, 1615, 1616
tersego trade s r o;Name;Tersego Trade s.r.o.;Pending;;;;;;;;;;;4;Fw: Dotaz / prosba;29145422 Biopekárna Zemanka s.r.o
construction europe s r o;Name;Construction Europe s.r.o.;Pending;;;;;;;;;;;3;Construction Europe s.r.o., IČ: 04180194 - kontrola  návrhů smluv - finalizace;04180194 Construction Europe, s.r.o
palazzio stavebni s r o;Name;Palazzio stavební s.r.o.;Pending;;;;;;;;;;;5;Fw: Úvěr - Palazzio doplnění dokladů (zápis z valné hromady);08958114 Advokátní kancelář Špirk s.r.o
26405261;Ico;26405261;Pending;;;;;;;;;;;3;Fw: Fwd: Rozhodnutí jediného společníka....;26405261 Narcis B s.r.o
narcis b s r o;Name;Narcis B s.r.o.;Pending;;;;;;;;;;;2;Fw: Fwd: Rozhodnutí jediného společníka....;26405261 Narcis B s.r.o
hase cz s r o;Name;HASE CZ s.r.o.;Pending;;;;;;;;;;;5;FW: HASE CZ s.r.o., IČO: 25943383, kupní smlouva;25943383 HASE CZ s.r.o
hotchilli s r o;Name;HOTchilli s.r.o.;Pending;;;;;;;;;;;6;HOTchilli s.r.o., IČ: 03555470;03555470 HOTchilli s.r.o
stp plast spol s r o;Name;STP plast spol. s r.o.;Pending;;;;;;;;;;;6;Fw: STP plast - korporátní souhlas, kontrola;25015796 STP plast spol. s r.o
vlastnik nemovitosti eiffel optic a s;Name;Vlastník nemovitosti Eiffel Optic a.s.;Pending;;;;;;;;;;;11;Dotaz - koupě nemovitosti od vlastníka /prodávajícího v konkursu ;Vlastník nemovitosti Eiffel Optic a.s
spolecenstvi vlastniku jednotek stedra 99;Name;Společenství vlastníků jednotek Štědrá 99;Pending;;;;;;;;;;;3;RE: Kontrola zápisu ze schůze Společenství vlastníků jednotek Štědrá 99, 102, IČO: 71192662;71192662 Společenství vlastníků jednotek Štědrá 99, 102
lesy slama s r o;Name;LESY Sláma s.r.o.;Pending;;;;;;;;;;;2;Fw: Prosím o vyjádření;26959623 LESY Sláma s.r.o
darma stavebnictvi s r o;Name;DARMA stavebnictví s.r.o.;Pending;;;;;;;;;;;18;FW: Smlouvy k úvěru Tunel stavby;DARMA stavebnictví s.r.o
dotazy klienta mc group s r o;Name;Dotazy klienta MC GROUP s.r.o.;Pending;;;;;;;;;;;2;Re: Dotazy klienta MC GROUP s.r.o., IČ 04666453;04666453 MC GROUP s.r.o
zadvori frystak s r o;Name;Zádvoří Fryšták s.r.o.;Pending;;;;;;;;;;;2;Automatická odpověď: Zádvoří Fryšták s.r.o. - IČ 10736093 - ID žádosti 2080227146;10736093 Zádvoří Fryšták s.r.o
sprava nemovitosti s r o;Name;správa nemovitostí s.r.o.;Pending;;;;;;;;;;;2;Fw: Košturová je zpět;správa nemovitostí s.r.o
tm prodej s r o;Name;TM prodej s.r.o.;Pending;;;;;;;;;;;3;FW: TM prodej s.r.o.-Fw: Ukončení úvěru u zaniklé společnosti;08176523 TM prodej s.r.o
gotcha spielfeld s r o;Name;Gotcha-spielfeld s.r.o.;Pending;;;;;;;;;;;2;Fwd: Gotcha - plná moc;26355345 Gotcha - spielfeld s.r.o
spolecenstvi vlastniku kamenicka 306 45;Name;Společenství vlastníků Kamenická 306/45;Pending;;;;;;;;;;;2;Fw: SMART: Notifikace o přidělení úkolu Zpracování požadavku;11792914 Společenství vlastníků Kamenická 306-45, Praha 7
triomed rent s r o;Name;Triomed Rent s.r.o.;Pending;;;;;;;;;;;9;Re: Podklady Triomed Rent ;Triomed Rent s.r.o
comac spol s r o;Name;COMAC spol. s r.o.;Pending;;;;;;;;;;;7;Fw: COMAC spol. s r.o.  ičo 15887111 úvěr 036804-001 Id žádosti 2052476655 ;15887111 COMAC spol. s r.o
svj palackeho cp 2412 a 2413;Name;SVJ Palackého čp 2412 a 2413;Pending;;;;;;;;;;;6;Re: SVJ Palackého čp 2412 a 2413, IČ 25990331, CLUID 2003-05-06-03.53.43.651512.;25990331 Společenství vlastníků jednotek domu Palackého čp.2412, 2413, Pardubice
mcrai s r o;Name;McRai s.r.o.;Pending;;;;;;;;;;;3;Fw: Nezávazný příslib, příloha žádosti o dotaci - McRai s.r.o.  IČ 28271181;28271181 McRAI s.r.o
metosa group s r o;Name;METOSA GROUP s.r.o.;Pending;;;;;;;;;;;8;Re: Dotaz;10877401 METOSA GROUP s.r.o
26802830;Ico;26802830;Pending;;;;;;;;;;;4;Fw: SVJ Odry - zápis;26802830 SVJ Odry - zápis
elespade fortes s r o;Name;Elespade fortes s.r.o.;Pending;;;;;;;;;;;3;Re: Elespade fortes s.r.o. IČ 04691563;04691563 Elespade fortes s.r.o
vstup noveho spolecnika do s r o;Name;vstup nového společníka do s.r.o.;Pending;;;;;;;;;;;2;Dotaz klienta / vstup nového společníka do s.r.o. / zajištění stávajících úvěrů;04799721 RAPTORKOV s.r.o
rezidence mostecka s r o;Name;Rezidence Mostecká s.r.o.;Pending;;;;;;;;;;;5;Re: Velká prosba o konzultaci - Věc: Rezidence Mostecká s.r.o., IČ 118 80 708;11880708 Rezidence Mostecká s.r.o
04845919;Ico;04845919;Pending;;;;;;;;;;;3;Purity, s.r.o.-rozhodnutí jediného společníka;04845919 s.r.o
day spa shop s r o;Name;Day Spa Shop s.r.o.;Pending;;;;;;;;;;;6;Fw: Day Spa Shop s.r.o., IČ 27754626 - vyplacení soukromé osoby přes jistotní účet;27754626 Day Spa Shop s.r.o
lavinia trading spol s r o;Name;Lavinia Trading spol. s r.o.;Pending;;;;;;;;;;;5;Re: Lavinia Trading spol. s r.o. ičo 62242393;62242393 LAVINIA TRADING, spol. s r.o
jedna se o klienta zahradnictvi stastny s r o;Name;Jedná se o klienta Zahradnictví Šťastný s.r.o.;Pending;;;;;;;;;;;3;Re: zpět vzetí podepsané smlouvy - konzultace ;06477364 Zahradnictví Šťastný spol. s r. o
labsky mlyn a s;Name;Labský mlýn a.s.;Pending;;;;;;;;;;;3;Bc. Jan Hloušek-Fw: kontrola valných hromad;24177253 Labský mlýn a.s
konzultace ke smlouve o zapujcce tomeri s r o;Name;Konzultace ke Smlouvě o zápůjčce TomEri s.r.o.;Pending;;;;;;;;;;;3;Konzultace ke Smlouvě o zápůjčce  TomEri s.r.o., IČ 08555672;08555672 Byty Nemocniční s.r.o
14236800;Ico;14236800;Pending;;;;;;;;;;;3;Jan Škvára, kontrola kupní smlouvy, koupě půdy;14236800 a.s
dextra real s r o;Name;Dextra real s.r.o.;Pending;;;;;;;;;;;2;Dextra real s.r.o., IČ 08035351;08035351 DEXTRA - REAL s. r. o
spolecenstvi vlastniku jednotek prukaz predan;Name;společenství vlastníků jednotek průkaz předán;Pending;;;;;;;;;;;1;Fw: MUDr. Asbahi - koupě nemovitosti od Města Lomnice;73633755 Oblastní charita Jičín
svj mel problem s cerpanim uveru;Name;SVJ měl problém s čerpáním úvěru;Pending;;;;;;;;;;;2;Fw: Žádost o vyjádření ohledně způsobu podepisování;28803175 Společenství vlastníků, U Trati 905 v Jičíně
obchodni zona zabreh s r o;Name;Obchodní Zóna Zábřeh s.r.o.;Pending;;;;;;;;;;;6;Re: Dotaz na varování v CRM;25915207 ABNER a.s
urgent metal woods dreams s r o;Name;URGENT Metal woods dreams s.r.o.;Pending;;;;;;;;;;;2;FW: URGENT Metal woods dreams s.r.o., korporátní souhlas;05732875 Holcr,s.r.o
uveru projektoveho financovani naseho klienta ventax s r o;Name;Úvěru projektového financování našeho klienta VENTAX s.r.o.;Pending;;;;;;;;;;;7;Re: Prosba o stanovisko k SoSBK pro koncové kupující BJ - prodej bytů z Úvěru projektového financování našeho klienta VENTAX s.r.o. - IČ 61324230 ;61324230 VENTAX s.r.o
po start zeleny agro s r o;Name;PO START Zelený agro s.r.o.;Pending;;;;;;;;;;;4;Převod FOP na PO Zelený;70933499 Vlastimil Zelený
belsky les s r o;Name;Bělský les s.r.o.;Pending;;;;;;;;;;;8;Re: Bělský les s.r.o. , IČ 11688599,  projektové financování v CPS č. 2046207976;11688599 Bělský les s.r.o
p ro int plus s r o;Name;P RO INT plus s.r.o.;Pending;;;;;;;;;;;1;Kontrola SoD;47676175 AWT Rekultivace a.s
stavby s bagry s r o;Name;STAVBY S BAGRY s.r.o.;Pending;;;;;;;;;;;3;STAVBY S BAGRY s.r.o.   IC 06549136;06549136 STAVBY S BAGRY s.r.o
paranormal s r o;Name;Paranormal s.r.o.;Pending;;;;;;;;;;;8;Re: Paranormal s.r.o. ičo 08117438;08117438 skatya s.r.o
spolecenstvi vlastniku jednotek a bytove druzstvo predpis 4034 04 01r zap;Name;společenství vlastníků jednotek a bytové družstvo “ (předpis 4034_04_01R ) . Záp;Pending;;;;;;;;;;;2;Re: Posouzení zápisu o schválení úvěru - Bytové družstvo Bělehradská 403;společenství vlastníků jednotek a bytové družstvo “ (předpis 4034_04_01R ) . Záp
jazykova skola mundo s r o;Name;Jazyková škola MUNDO s.r.o.;Pending;;;;;;;;;;;1;Re: SC0000000060595026 Žádost o součinnost na vyřízení klientské stížnosti;27744361 Jazyková škola MUNDO s.r.o
spolecenstvi vlastniku jednotek domu c 567 fw prosim o posouzeni zapisu;Name;Společenství vlastníků jednotek domu č. 567-Fw: Prosím o posouzení zápisu;Pending;;;;;;;;;;;5;FW: Společenství vlastníků jednotek domu č. 567-Fw: Prosím o posouzení zápisu ;Společenství vlastníků jednotek domu č. 567-Fw- Prosím o posouzení zápisu
aby z ni mohlo s r o;Name;aby z ní mohlo s.r.o.;Pending;;;;;;;;;;;2;Dotaz k přistoupení k úvěru právnické osoby od FOP;aby z ní mohlo s.r.o
golang cz s r o;Name;golang.cz s.r.o.;Pending;;;;;;;;;;;4;Re: golang.cz s.r.o.-Fw:  Odsouhlasení dokumentů pro financování - Sml o uzavření budoucí kupní smlouvy;09085700 golang.cz s.r.o
valasska diakonicka s r o;Name;Valašská Diakonická s.r.o.;Pending;;;;;;;;;;;3;Fw: 1. Valašská Diakonická;73632783 Diakonie Valašské Meziříčí
svj 5bj svj skrbenska 28593723;Name;SVJ -5BJ - SVJ Škrbeňská 28593723;Pending;;;;;;;;;;;1;Konzultace;28593723 Společenství vlastníků jednotek Škrbeňská 1243, Šenov
smluvni dokumenty imfsoft s r o;Name;Smluvní dokumenty IMFsoft s.r.o.;Pending;;;;;;;;;;;4;Smluvní dokumenty IMFsoft s.r.o., IČ: 26851181;26851181 IMFsoft, s.r.o
ital est s r o;Name;ITAL-EST s.r.o.;Pending;;;;;;;;;;;3;Fw: ITAL-EST s.r.o., IČ 15527140;15527140 ITAL-EST, spol. s r.o
orling s r o;Name;ORLING s.r.o.;Pending;;;;;;;;;;;5;Re: ORLING s.r.o. (45535868);45535868 ORLING s.r.o
ppd delivery s r o;Name;PPD Delivery s.r.o.;Pending;;;;;;;;;;;2;PPD Delivery s.r.o., IČO: 08966087, č. žádosti 2080666663;08966087 PPD Delivery s.r.o
lipence s r o;Name;LIPENCE s.r.o.;Pending;;;;;;;;;;;2;FW: Urgence - VELKOTRŽNICE - LIPENCE s.r.o. 25632221 - id. žádosti: 2074467697 	;25632221 VELKOTRŽNICE - LIPENCE s.r.o
reality s r o;Name;Reality s.r.o.;Pending;;;;;;;;;;;8;FW: D3 Reality - vzor nájemní smlouvy k odsouhlasení;07832524 D3 Reality s.r.o
jh projekty a aktivity s r o;Name;JH Projekty a Aktivity s.r.o.;Pending;;;;;;;;;;;3;RE: Klient: JH Projekty a Aktivity s.r.o., IČ 04156234;04156234 JH Projekty & Aktivity s.r.o
fv invest s r o;Name;FV Invest s.r.o.;Pending;;;;;;;;;;;8;Re: FV Invest s.r.o. IČ: 28986652;28986652 FV Invest s.r.o
flenexa energo s r o;Name;Flenexa Energo s.r.o.;Pending;;;;;;;;;;;3;Flenexa Plus s.r.o-Fw: Právní posouzení návrhu Dohody;24741621 Flenexa plus s.r.o
spolecenstvi vlastniku jednotek;Name;společenství vlastníků jednotek;Pending;;;;;;;;;;;16;Re: Stanovisko k souhlasům pro úvěry společenství vlastníků jednotek;00052159 Stavební bytové družstvo DRUBYD
